,time
1811,2020-12-16 12:00:00
1812,2020-12-17 12:00:00
1813,2020-12-18 12:00:00
1814,2020-12-19 12:00:00
1815,2020-12-20 12:00:00
1816,2020-12-21 12:00:00
1817,2020-12-22 12:00:00
1818,2020-12-23 12:00:00
1819,2020-12-24 12:00:00
1820,2020-12-25 12:00:00
1821,2020-12-26 12:00:00
1822,2020-12-27 12:00:00
1823,2020-12-28 12:00:00
1824,2020-12-29 12:00:00
1825,2020-12-30 12:00:00
1826,2020-12-31 12:00:00
1827,2021-01-01 12:00:00
1828,2021-01-02 12:00:00
1829,2021-01-03 12:00:00
1830,2021-01-04 12:00:00
1831,2021-01-05 12:00:00
1832,2021-01-06 12:00:00
1833,2021-01-07 12:00:00
1834,2021-01-08 12:00:00
1835,2021-01-09 12:00:00
1836,2021-01-10 12:00:00
1837,2021-01-11 12:00:00
1838,2021-01-12 12:00:00
1839,2021-01-13 12:00:00
1840,2021-01-14 12:00:00
1841,2021-01-15 12:00:00
1842,2021-01-16 12:00:00
1843,2021-01-17 12:00:00
1844,2021-01-18 12:00:00
1845,2021-01-19 12:00:00
1846,2021-01-20 12:00:00
1847,2021-01-21 12:00:00
1848,2021-01-22 12:00:00
1849,2021-01-23 12:00:00
1850,2021-01-24 12:00:00
1851,2021-01-25 12:00:00
1852,2021-01-26 12:00:00
1853,2021-01-27 12:00:00
1854,2021-01-28 12:00:00
1855,2021-01-29 12:00:00
1856,2021-01-30 12:00:00
1857,2021-01-31 12:00:00
1858,2021-02-01 12:00:00
1859,2021-02-02 12:00:00
1860,2021-02-03 12:00:00
1861,2021-02-04 12:00:00
1862,2021-02-05 12:00:00
1863,2021-02-06 12:00:00
1864,2021-02-07 12:00:00
1865,2021-02-08 12:00:00
1866,2021-02-09 12:00:00
1867,2021-02-10 12:00:00
1868,2021-02-11 12:00:00
1869,2021-02-12 12:00:00
1870,2021-02-13 12:00:00
1871,2021-02-14 12:00:00
1872,2021-02-15 12:00:00
1873,2021-02-16 12:00:00
1874,2021-02-17 12:00:00
1875,2021-02-18 12:00:00
1876,2021-02-19 12:00:00
1877,2021-02-20 12:00:00
1878,2021-02-21 12:00:00
1879,2021-02-22 12:00:00
1880,2021-02-23 12:00:00
1881,2021-02-24 12:00:00
1882,2021-02-25 12:00:00
1883,2021-02-26 12:00:00
1884,2021-02-27 12:00:00
1885,2021-02-28 12:00:00
1886,2021-03-01 12:00:00
1887,2021-03-02 12:00:00
1888,2021-03-03 12:00:00
1889,2021-03-04 12:00:00
1890,2021-03-05 12:00:00
1891,2021-03-06 12:00:00
1892,2021-03-07 12:00:00
1893,2021-03-08 12:00:00
1894,2021-03-09 12:00:00
1895,2021-03-10 12:00:00
1896,2021-03-11 12:00:00
1897,2021-03-12 12:00:00
1898,2021-03-13 12:00:00
1899,2021-03-14 12:00:00
1900,2021-03-15 12:00:00
1901,2021-03-16 12:00:00
1902,2021-03-17 12:00:00
1903,2021-03-18 12:00:00
1904,2021-03-19 12:00:00
1905,2021-03-20 12:00:00
1906,2021-03-21 12:00:00
1907,2021-03-22 12:00:00
1908,2021-03-23 12:00:00
1909,2021-03-24 12:00:00
1910,2021-03-25 12:00:00
1911,2021-03-26 12:00:00
1912,2021-03-27 12:00:00
1913,2021-03-28 12:00:00
1914,2021-03-29 12:00:00
1915,2021-03-30 12:00:00
1916,2021-03-31 12:00:00
1917,2021-04-01 12:00:00
1918,2021-04-02 12:00:00
1919,2021-04-03 12:00:00
1920,2021-04-04 12:00:00
1921,2021-04-05 12:00:00
1922,2021-04-06 12:00:00
1923,2021-04-07 12:00:00
1924,2021-04-08 12:00:00
1925,2021-04-09 12:00:00
1926,2021-04-10 12:00:00
1927,2021-04-11 12:00:00
1928,2021-04-12 12:00:00
1929,2021-04-13 12:00:00
1930,2021-04-14 12:00:00
1931,2021-04-15 12:00:00
1932,2021-04-16 12:00:00
1933,2021-04-17 12:00:00
1934,2021-04-18 12:00:00
1935,2021-04-19 12:00:00
1936,2021-04-20 12:00:00
1937,2021-04-21 12:00:00
1938,2021-04-22 12:00:00
1939,2021-04-23 12:00:00
1940,2021-04-24 12:00:00
1941,2021-04-25 12:00:00
1942,2021-04-26 12:00:00
1943,2021-04-27 12:00:00
1944,2021-04-28 12:00:00
1945,2021-04-29 12:00:00
1946,2021-04-30 12:00:00
1947,2021-05-01 12:00:00
1948,2021-05-02 12:00:00
1949,2021-05-03 12:00:00
1950,2021-05-04 12:00:00
1951,2021-05-05 12:00:00
1952,2021-05-06 12:00:00
1953,2021-05-07 12:00:00
1954,2021-05-08 12:00:00
1955,2021-05-09 12:00:00
1956,2021-05-10 12:00:00
1957,2021-05-11 12:00:00
1958,2021-05-12 12:00:00
1959,2021-05-13 12:00:00
1960,2021-05-14 12:00:00
1961,2021-05-15 12:00:00
1962,2021-05-16 12:00:00
1963,2021-05-17 12:00:00
1964,2021-05-18 12:00:00
1965,2021-05-19 12:00:00
1966,2021-05-20 12:00:00
1967,2021-05-21 12:00:00
1968,2021-05-22 12:00:00
1969,2021-05-23 12:00:00
1970,2021-05-24 12:00:00
1971,2021-05-25 12:00:00
1972,2021-05-26 12:00:00
1973,2021-05-27 12:00:00
1974,2021-05-28 12:00:00
1975,2021-05-29 12:00:00
1976,2021-05-30 12:00:00
1977,2021-05-31 12:00:00
1978,2021-06-01 12:00:00
1979,2021-06-02 12:00:00
1980,2021-06-03 12:00:00
1981,2021-06-04 12:00:00
1982,2021-06-05 12:00:00
1983,2021-06-06 12:00:00
1984,2021-06-07 12:00:00
1985,2021-06-08 12:00:00
1986,2021-06-09 12:00:00
1987,2021-06-10 12:00:00
1988,2021-06-11 12:00:00
1989,2021-06-12 12:00:00
1990,2021-06-13 12:00:00
1991,2021-06-14 12:00:00
1992,2021-06-15 12:00:00
1993,2021-06-16 12:00:00
1994,2021-06-17 12:00:00
1995,2021-06-18 12:00:00
1996,2021-06-19 12:00:00
1997,2021-06-20 12:00:00
1998,2021-06-21 12:00:00
1999,2021-06-22 12:00:00
2000,2021-06-23 12:00:00
2001,2021-06-24 12:00:00
2002,2021-06-25 12:00:00
2003,2021-06-26 12:00:00
2004,2021-06-27 12:00:00
2005,2021-06-28 12:00:00
2006,2021-06-29 12:00:00
2007,2021-06-30 12:00:00
2008,2021-07-01 12:00:00
2009,2021-07-02 12:00:00
2010,2021-07-03 12:00:00
2011,2021-07-04 12:00:00
2012,2021-07-05 12:00:00
2013,2021-07-06 12:00:00
2014,2021-07-07 12:00:00
2015,2021-07-08 12:00:00
2016,2021-07-09 12:00:00
2017,2021-07-10 12:00:00
2018,2021-07-11 12:00:00
2019,2021-07-12 12:00:00
2020,2021-07-13 12:00:00
2021,2021-07-14 12:00:00
2022,2021-07-15 12:00:00
2023,2021-07-16 12:00:00
2024,2021-07-17 12:00:00
2025,2021-07-18 12:00:00
2026,2021-07-19 12:00:00
2027,2021-07-20 12:00:00
2028,2021-07-21 12:00:00
2029,2021-07-22 12:00:00
2030,2021-07-23 12:00:00
2031,2021-07-24 12:00:00
2032,2021-07-25 12:00:00
2033,2021-07-26 12:00:00
2034,2021-07-27 12:00:00
2035,2021-07-28 12:00:00
2036,2021-07-29 12:00:00
2037,2021-07-30 12:00:00
2038,2021-07-31 12:00:00
2039,2021-08-01 12:00:00
2040,2021-08-02 12:00:00
2041,2021-08-03 12:00:00
2042,2021-08-04 12:00:00
2043,2021-08-05 12:00:00
2044,2021-08-06 12:00:00
2045,2021-08-07 12:00:00
2046,2021-08-08 12:00:00
2047,2021-08-09 12:00:00
2048,2021-08-10 12:00:00
2049,2021-08-11 12:00:00
2050,2021-08-12 12:00:00
2051,2021-08-13 12:00:00
2052,2021-08-14 12:00:00
2053,2021-08-15 12:00:00
2054,2021-08-16 12:00:00
2055,2021-08-17 12:00:00
2056,2021-08-18 12:00:00
2057,2021-08-19 12:00:00
2058,2021-08-20 12:00:00
2059,2021-08-21 12:00:00
2060,2021-08-22 12:00:00
2061,2021-08-23 12:00:00
2062,2021-08-24 12:00:00
2063,2021-08-25 12:00:00
2064,2021-08-26 12:00:00
2065,2021-08-27 12:00:00
2066,2021-08-28 12:00:00
2067,2021-08-29 12:00:00
2068,2021-08-30 12:00:00
2069,2021-08-31 12:00:00
2070,2021-09-01 12:00:00
2071,2021-09-02 12:00:00
2072,2021-09-03 12:00:00
2073,2021-09-04 12:00:00
2074,2021-09-05 12:00:00
2075,2021-09-06 12:00:00
2076,2021-09-07 12:00:00
2077,2021-09-08 12:00:00
2078,2021-09-09 12:00:00
2079,2021-09-10 12:00:00
2080,2021-09-11 12:00:00
2081,2021-09-12 12:00:00
2082,2021-09-13 12:00:00
2083,2021-09-14 12:00:00
2084,2021-09-15 12:00:00
2085,2021-09-16 12:00:00
2086,2021-09-17 12:00:00
2087,2021-09-18 12:00:00
2088,2021-09-19 12:00:00
2089,2021-09-20 12:00:00
2090,2021-09-21 12:00:00
2091,2021-09-22 12:00:00
2092,2021-09-23 12:00:00
2093,2021-09-24 12:00:00
2094,2021-09-25 12:00:00
2095,2021-09-26 12:00:00
2096,2021-09-27 12:00:00
2097,2021-09-28 12:00:00
2098,2021-09-29 12:00:00
2099,2021-09-30 12:00:00
2100,2021-10-01 12:00:00
2101,2021-10-02 12:00:00
2102,2021-10-03 12:00:00
2103,2021-10-04 12:00:00
2104,2021-10-05 12:00:00
2105,2021-10-06 12:00:00
2106,2021-10-07 12:00:00
2107,2021-10-08 12:00:00
2108,2021-10-09 12:00:00
2109,2021-10-10 12:00:00
2110,2021-10-11 12:00:00
2111,2021-10-12 12:00:00
2112,2021-10-13 12:00:00
2113,2021-10-14 12:00:00
2114,2021-10-15 12:00:00
2115,2021-10-16 12:00:00
2116,2021-10-17 12:00:00
2117,2021-10-18 12:00:00
2118,2021-10-19 12:00:00
2119,2021-10-20 12:00:00
2120,2021-10-21 12:00:00
2121,2021-10-22 12:00:00
2122,2021-10-23 12:00:00
2123,2021-10-24 12:00:00
2124,2021-10-25 12:00:00
2125,2021-10-26 12:00:00
2126,2021-10-27 12:00:00
2127,2021-10-28 12:00:00
2128,2021-10-29 12:00:00
2129,2021-10-30 12:00:00
2130,2021-10-31 12:00:00
2131,2021-11-01 12:00:00
2132,2021-11-02 12:00:00
2133,2021-11-03 12:00:00
2134,2021-11-04 12:00:00
2135,2021-11-05 12:00:00
2136,2021-11-06 12:00:00
2137,2021-11-07 12:00:00
2138,2021-11-08 12:00:00
2139,2021-11-09 12:00:00
2140,2021-11-10 12:00:00
2141,2021-11-11 12:00:00
2142,2021-11-12 12:00:00
2143,2021-11-13 12:00:00
2144,2021-11-14 12:00:00
2145,2021-11-15 12:00:00
2146,2021-11-16 12:00:00
2147,2021-11-17 12:00:00
2148,2021-11-18 12:00:00
2149,2021-11-19 12:00:00
2150,2021-11-20 12:00:00
2151,2021-11-21 12:00:00
2152,2021-11-22 12:00:00
2153,2021-11-23 12:00:00
2154,2021-11-24 12:00:00
2155,2021-11-25 12:00:00
2156,2021-11-26 12:00:00
2157,2021-11-27 12:00:00
2158,2021-11-28 12:00:00
2159,2021-11-29 12:00:00
2160,2021-11-30 12:00:00
2161,2021-12-01 12:00:00
2162,2021-12-02 12:00:00
2163,2021-12-03 12:00:00
2164,2021-12-04 12:00:00
2165,2021-12-05 12:00:00
2166,2021-12-06 12:00:00
2167,2021-12-07 12:00:00
2168,2021-12-08 12:00:00
2169,2021-12-09 12:00:00
2170,2021-12-10 12:00:00
2171,2021-12-11 12:00:00
2172,2021-12-12 12:00:00
2173,2021-12-13 12:00:00
2174,2021-12-14 12:00:00
2175,2021-12-15 12:00:00
2176,2021-12-16 12:00:00
2177,2021-12-17 12:00:00
2178,2021-12-18 12:00:00
2179,2021-12-19 12:00:00
2180,2021-12-20 12:00:00
2181,2021-12-21 12:00:00
2182,2021-12-22 12:00:00
2183,2021-12-23 12:00:00
2184,2021-12-24 12:00:00
2185,2021-12-25 12:00:00
2186,2021-12-26 12:00:00
2187,2021-12-27 12:00:00
2188,2021-12-28 12:00:00
2189,2021-12-29 12:00:00
2190,2021-12-30 12:00:00
2191,2021-12-31 12:00:00
2192,2022-01-01 12:00:00
2193,2022-01-02 12:00:00
2194,2022-01-03 12:00:00
2195,2022-01-04 12:00:00
2196,2022-01-05 12:00:00
2197,2022-01-06 12:00:00
2198,2022-01-07 12:00:00
2199,2022-01-08 12:00:00
2200,2022-01-09 12:00:00
2201,2022-01-10 12:00:00
2202,2022-01-11 12:00:00
2203,2022-01-12 12:00:00
2204,2022-01-13 12:00:00
2205,2022-01-14 12:00:00
2206,2022-01-15 12:00:00
2207,2022-01-16 12:00:00
2208,2022-01-17 12:00:00
2209,2022-01-18 12:00:00
2210,2022-01-19 12:00:00
2211,2022-01-20 12:00:00
2212,2022-01-21 12:00:00
2213,2022-01-22 12:00:00
2214,2022-01-23 12:00:00
2215,2022-01-24 12:00:00
2216,2022-01-25 12:00:00
2217,2022-01-26 12:00:00
2218,2022-01-27 12:00:00
2219,2022-01-28 12:00:00
2220,2022-01-29 12:00:00
2221,2022-01-30 12:00:00
2222,2022-01-31 12:00:00
2223,2022-02-01 12:00:00
2224,2022-02-02 12:00:00
2225,2022-02-03 12:00:00
2226,2022-02-04 12:00:00
2227,2022-02-05 12:00:00
2228,2022-02-06 12:00:00
2229,2022-02-07 12:00:00
2230,2022-02-08 12:00:00
2231,2022-02-09 12:00:00
2232,2022-02-10 12:00:00
2233,2022-02-11 12:00:00
2234,2022-02-12 12:00:00
2235,2022-02-13 12:00:00
2236,2022-02-14 12:00:00
2237,2022-02-15 12:00:00
2238,2022-02-16 12:00:00
2239,2022-02-17 12:00:00
2240,2022-02-18 12:00:00
2241,2022-02-19 12:00:00
2242,2022-02-20 12:00:00
2243,2022-02-21 12:00:00
2244,2022-02-22 12:00:00
2245,2022-02-23 12:00:00
2246,2022-02-24 12:00:00
2247,2022-02-25 12:00:00
2248,2022-02-26 12:00:00
2249,2022-02-27 12:00:00
2250,2022-02-28 12:00:00
2251,2022-03-01 12:00:00
2252,2022-03-02 12:00:00
2253,2022-03-03 12:00:00
2254,2022-03-04 12:00:00
2255,2022-03-05 12:00:00
2256,2022-03-06 12:00:00
2257,2022-03-07 12:00:00
2258,2022-03-08 12:00:00
2259,2022-03-09 12:00:00
2260,2022-03-10 12:00:00
2261,2022-03-11 12:00:00
2262,2022-03-12 12:00:00
2263,2022-03-13 12:00:00
2264,2022-03-14 12:00:00
2265,2022-03-15 12:00:00
2266,2022-03-16 12:00:00
2267,2022-03-17 12:00:00
2268,2022-03-18 12:00:00
2269,2022-03-19 12:00:00
2270,2022-03-20 12:00:00
2271,2022-03-21 12:00:00
2272,2022-03-22 12:00:00
2273,2022-03-23 12:00:00
2274,2022-03-24 12:00:00
2275,2022-03-25 12:00:00
2276,2022-03-26 12:00:00
2277,2022-03-27 12:00:00
2278,2022-03-28 12:00:00
2279,2022-03-29 12:00:00
2280,2022-03-30 12:00:00
2281,2022-03-31 12:00:00
2282,2022-04-01 12:00:00
2283,2022-04-02 12:00:00
2284,2022-04-03 12:00:00
2285,2022-04-04 12:00:00
2286,2022-04-05 12:00:00
2287,2022-04-06 12:00:00
2288,2022-04-07 12:00:00
2289,2022-04-08 12:00:00
2290,2022-04-09 12:00:00
2291,2022-04-10 12:00:00
2292,2022-04-11 12:00:00
2293,2022-04-12 12:00:00
2294,2022-04-13 12:00:00
2295,2022-04-14 12:00:00
2296,2022-04-15 12:00:00
2297,2022-04-16 12:00:00
2298,2022-04-17 12:00:00
2299,2022-04-18 12:00:00
2300,2022-04-19 12:00:00
2301,2022-04-20 12:00:00
2302,2022-04-21 12:00:00
2303,2022-04-22 12:00:00
2304,2022-04-23 12:00:00
2305,2022-04-24 12:00:00
2306,2022-04-25 12:00:00
2307,2022-04-26 12:00:00
2308,2022-04-27 12:00:00
2309,2022-04-28 12:00:00
2310,2022-04-29 12:00:00
2311,2022-04-30 12:00:00
2312,2022-05-01 12:00:00
2313,2022-05-02 12:00:00
2314,2022-05-03 12:00:00
2315,2022-05-04 12:00:00
2316,2022-05-05 12:00:00
2317,2022-05-06 12:00:00
2318,2022-05-07 12:00:00
2319,2022-05-08 12:00:00
2320,2022-05-09 12:00:00
2321,2022-05-10 12:00:00
2322,2022-05-11 12:00:00
2323,2022-05-12 12:00:00
2324,2022-05-13 12:00:00
2325,2022-05-14 12:00:00
2326,2022-05-15 12:00:00
2327,2022-05-16 12:00:00
2328,2022-05-17 12:00:00
2329,2022-05-18 12:00:00
2330,2022-05-19 12:00:00
2331,2022-05-20 12:00:00
2332,2022-05-21 12:00:00
2333,2022-05-22 12:00:00
2334,2022-05-23 12:00:00
2335,2022-05-24 12:00:00
2336,2022-05-25 12:00:00
2337,2022-05-26 12:00:00
2338,2022-05-27 12:00:00
2339,2022-05-28 12:00:00
2340,2022-05-29 12:00:00
2341,2022-05-30 12:00:00
2342,2022-05-31 12:00:00
2343,2022-06-01 12:00:00
2344,2022-06-02 12:00:00
2345,2022-06-03 12:00:00
2346,2022-06-04 12:00:00
2347,2022-06-05 12:00:00
2348,2022-06-06 12:00:00
2349,2022-06-07 12:00:00
2350,2022-06-08 12:00:00
2351,2022-06-09 12:00:00
2352,2022-06-10 12:00:00
2353,2022-06-11 12:00:00
2354,2022-06-12 12:00:00
2355,2022-06-13 12:00:00
2356,2022-06-14 12:00:00
2357,2022-06-15 12:00:00
2358,2022-06-16 12:00:00
2359,2022-06-17 12:00:00
2360,2022-06-18 12:00:00
2361,2022-06-19 12:00:00
2362,2022-06-20 12:00:00
2363,2022-06-21 12:00:00
2364,2022-06-22 12:00:00
2365,2022-06-23 12:00:00
2366,2022-06-24 12:00:00
2367,2022-06-25 12:00:00
2368,2022-06-26 12:00:00
2369,2022-06-27 12:00:00
2370,2022-06-28 12:00:00
2371,2022-06-29 12:00:00
2372,2022-06-30 12:00:00
2373,2022-07-01 12:00:00
2374,2022-07-02 12:00:00
2375,2022-07-03 12:00:00
2376,2022-07-04 12:00:00
2377,2022-07-05 12:00:00
2378,2022-07-06 12:00:00
2379,2022-07-07 12:00:00
2380,2022-07-08 12:00:00
2381,2022-07-09 12:00:00
2382,2022-07-10 12:00:00
2383,2022-07-11 12:00:00
2384,2022-07-12 12:00:00
2385,2022-07-13 12:00:00
2386,2022-07-14 12:00:00
2387,2022-07-15 12:00:00
2388,2022-07-16 12:00:00
2389,2022-07-17 12:00:00
2390,2022-07-18 12:00:00
2391,2022-07-19 12:00:00
2392,2022-07-20 12:00:00
2393,2022-07-21 12:00:00
2394,2022-07-22 12:00:00
2395,2022-07-23 12:00:00
2396,2022-07-24 12:00:00
2397,2022-07-25 12:00:00
2398,2022-07-26 12:00:00
2399,2022-07-27 12:00:00
2400,2022-07-28 12:00:00
2401,2022-07-29 12:00:00
2402,2022-07-30 12:00:00
2403,2022-07-31 12:00:00
2404,2022-08-01 12:00:00
2405,2022-08-02 12:00:00
2406,2022-08-03 12:00:00
2407,2022-08-04 12:00:00
2408,2022-08-05 12:00:00
2409,2022-08-06 12:00:00
2410,2022-08-07 12:00:00
2411,2022-08-08 12:00:00
2412,2022-08-09 12:00:00
2413,2022-08-10 12:00:00
2414,2022-08-11 12:00:00
2415,2022-08-12 12:00:00
2416,2022-08-13 12:00:00
2417,2022-08-14 12:00:00
2418,2022-08-15 12:00:00
2419,2022-08-16 12:00:00
2420,2022-08-17 12:00:00
2421,2022-08-18 12:00:00
2422,2022-08-19 12:00:00
2423,2022-08-20 12:00:00
2424,2022-08-21 12:00:00
2425,2022-08-22 12:00:00
2426,2022-08-23 12:00:00
2427,2022-08-24 12:00:00
2428,2022-08-25 12:00:00
2429,2022-08-26 12:00:00
2430,2022-08-27 12:00:00
2431,2022-08-28 12:00:00
2432,2022-08-29 12:00:00
2433,2022-08-30 12:00:00
2434,2022-08-31 12:00:00
2435,2022-09-01 12:00:00
2436,2022-09-02 12:00:00
2437,2022-09-03 12:00:00
2438,2022-09-04 12:00:00
2439,2022-09-05 12:00:00
2440,2022-09-06 12:00:00
2441,2022-09-07 12:00:00
2442,2022-09-08 12:00:00
2443,2022-09-09 12:00:00
2444,2022-09-10 12:00:00
2445,2022-09-11 12:00:00
2446,2022-09-12 12:00:00
2447,2022-09-13 12:00:00
2448,2022-09-14 12:00:00
2449,2022-09-15 12:00:00
2450,2022-09-16 12:00:00
2451,2022-09-17 12:00:00
2452,2022-09-18 12:00:00
2453,2022-09-19 12:00:00
2454,2022-09-20 12:00:00
2455,2022-09-21 12:00:00
2456,2022-09-22 12:00:00
2457,2022-09-23 12:00:00
2458,2022-09-24 12:00:00
2459,2022-09-25 12:00:00
2460,2022-09-26 12:00:00
2461,2022-09-27 12:00:00
2462,2022-09-28 12:00:00
2463,2022-09-29 12:00:00
2464,2022-09-30 12:00:00
2465,2022-10-01 12:00:00
2466,2022-10-02 12:00:00
2467,2022-10-03 12:00:00
2468,2022-10-04 12:00:00
2469,2022-10-05 12:00:00
2470,2022-10-06 12:00:00
2471,2022-10-07 12:00:00
2472,2022-10-08 12:00:00
2473,2022-10-09 12:00:00
2474,2022-10-10 12:00:00
2475,2022-10-11 12:00:00
2476,2022-10-12 12:00:00
2477,2022-10-13 12:00:00
2478,2022-10-14 12:00:00
2479,2022-10-15 12:00:00
2480,2022-10-16 12:00:00
2481,2022-10-17 12:00:00
2482,2022-10-18 12:00:00
2483,2022-10-19 12:00:00
2484,2022-10-20 12:00:00
2485,2022-10-21 12:00:00
2486,2022-10-22 12:00:00
2487,2022-10-23 12:00:00
2488,2022-10-24 12:00:00
2489,2022-10-25 12:00:00
2490,2022-10-26 12:00:00
2491,2022-10-27 12:00:00
2492,2022-10-28 12:00:00
2493,2022-10-29 12:00:00
2494,2022-10-30 12:00:00
2495,2022-10-31 12:00:00
2496,2022-11-01 12:00:00
2497,2022-11-02 12:00:00
2498,2022-11-03 12:00:00
2499,2022-11-04 12:00:00
2500,2022-11-05 12:00:00
2501,2022-11-06 12:00:00
2502,2022-11-07 12:00:00
2503,2022-11-08 12:00:00
2504,2022-11-09 12:00:00
2505,2022-11-10 12:00:00
2506,2022-11-11 12:00:00
2507,2022-11-12 12:00:00
2508,2022-11-13 12:00:00
2509,2022-11-14 12:00:00
2510,2022-11-15 12:00:00
2511,2022-11-16 12:00:00
2512,2022-11-17 12:00:00
2513,2022-11-18 12:00:00
2514,2022-11-19 12:00:00
2515,2022-11-20 12:00:00
2516,2022-11-21 12:00:00
2517,2022-11-22 12:00:00
2518,2022-11-23 12:00:00
2519,2022-11-24 12:00:00
2520,2022-11-25 12:00:00
2521,2022-11-26 12:00:00
2522,2022-11-27 12:00:00
2523,2022-11-28 12:00:00
2524,2022-11-29 12:00:00
2525,2022-11-30 12:00:00
2526,2022-12-01 12:00:00
2527,2022-12-02 12:00:00
2528,2022-12-03 12:00:00
2529,2022-12-04 12:00:00
2530,2022-12-05 12:00:00
2531,2022-12-06 12:00:00
2532,2022-12-07 12:00:00
2533,2022-12-08 12:00:00
2534,2022-12-09 12:00:00
2535,2022-12-10 12:00:00
2536,2022-12-11 12:00:00
2537,2022-12-12 12:00:00
2538,2022-12-13 12:00:00
2539,2022-12-14 12:00:00
2540,2022-12-15 12:00:00
2541,2022-12-16 12:00:00
2542,2022-12-17 12:00:00
2543,2022-12-18 12:00:00
2544,2022-12-19 12:00:00
2545,2022-12-20 12:00:00
2546,2022-12-21 12:00:00
2547,2022-12-22 12:00:00
2548,2022-12-23 12:00:00
2549,2022-12-24 12:00:00
2550,2022-12-25 12:00:00
2551,2022-12-26 12:00:00
2552,2022-12-27 12:00:00
2553,2022-12-28 12:00:00
2554,2022-12-29 12:00:00
2555,2022-12-30 12:00:00
2556,2022-12-31 12:00:00
2557,2023-01-01 12:00:00
2558,2023-01-02 12:00:00
2559,2023-01-03 12:00:00
2560,2023-01-04 12:00:00
2561,2023-01-05 12:00:00
2562,2023-01-06 12:00:00
2563,2023-01-07 12:00:00
2564,2023-01-08 12:00:00
2565,2023-01-09 12:00:00
2566,2023-01-10 12:00:00
2567,2023-01-11 12:00:00
2568,2023-01-12 12:00:00
2569,2023-01-13 12:00:00
2570,2023-01-14 12:00:00
2571,2023-01-15 12:00:00
2572,2023-01-16 12:00:00
2573,2023-01-17 12:00:00
2574,2023-01-18 12:00:00
2575,2023-01-19 12:00:00
2576,2023-01-20 12:00:00
2577,2023-01-21 12:00:00
2578,2023-01-22 12:00:00
2579,2023-01-23 12:00:00
2580,2023-01-24 12:00:00
2581,2023-01-25 12:00:00
2582,2023-01-26 12:00:00
2583,2023-01-27 12:00:00
2584,2023-01-28 12:00:00
2585,2023-01-29 12:00:00
2586,2023-01-30 12:00:00
2587,2023-01-31 12:00:00
2588,2023-02-01 12:00:00
2589,2023-02-02 12:00:00
2590,2023-02-03 12:00:00
2591,2023-02-04 12:00:00
2592,2023-02-05 12:00:00
2593,2023-02-06 12:00:00
2594,2023-02-07 12:00:00
2595,2023-02-08 12:00:00
2596,2023-02-09 12:00:00
2597,2023-02-10 12:00:00
2598,2023-02-11 12:00:00
2599,2023-02-12 12:00:00
2600,2023-02-13 12:00:00
2601,2023-02-14 12:00:00
2602,2023-02-15 12:00:00
2603,2023-02-16 12:00:00
2604,2023-02-17 12:00:00
2605,2023-02-18 12:00:00
2606,2023-02-19 12:00:00
2607,2023-02-20 12:00:00
2608,2023-02-21 12:00:00
2609,2023-02-22 12:00:00
2610,2023-02-23 12:00:00
2611,2023-02-24 12:00:00
2612,2023-02-25 12:00:00
2613,2023-02-26 12:00:00
2614,2023-02-27 12:00:00
2615,2023-02-28 12:00:00
2616,2023-03-01 12:00:00
2617,2023-03-02 12:00:00
2618,2023-03-03 12:00:00
2619,2023-03-04 12:00:00
2620,2023-03-05 12:00:00
2621,2023-03-06 12:00:00
2622,2023-03-07 12:00:00
2623,2023-03-08 12:00:00
2624,2023-03-09 12:00:00
2625,2023-03-10 12:00:00
2626,2023-03-11 12:00:00
2627,2023-03-12 12:00:00
2628,2023-03-13 12:00:00
2629,2023-03-14 12:00:00
2630,2023-03-15 12:00:00
2631,2023-03-16 12:00:00
2632,2023-03-17 12:00:00
2633,2023-03-18 12:00:00
2634,2023-03-19 12:00:00
2635,2023-03-20 12:00:00
2636,2023-03-21 12:00:00
2637,2023-03-22 12:00:00
2638,2023-03-23 12:00:00
2639,2023-03-24 12:00:00
2640,2023-03-25 12:00:00
2641,2023-03-26 12:00:00
2642,2023-03-27 12:00:00
2643,2023-03-28 12:00:00
2644,2023-03-29 12:00:00
2645,2023-03-30 12:00:00
2646,2023-03-31 12:00:00
2647,2023-04-01 12:00:00
2648,2023-04-02 12:00:00
2649,2023-04-03 12:00:00
2650,2023-04-04 12:00:00
2651,2023-04-05 12:00:00
2652,2023-04-06 12:00:00
2653,2023-04-07 12:00:00
2654,2023-04-08 12:00:00
2655,2023-04-09 12:00:00
2656,2023-04-10 12:00:00
2657,2023-04-11 12:00:00
2658,2023-04-12 12:00:00
2659,2023-04-13 12:00:00
2660,2023-04-14 12:00:00
2661,2023-04-15 12:00:00
2662,2023-04-16 12:00:00
2663,2023-04-17 12:00:00
2664,2023-04-18 12:00:00
2665,2023-04-19 12:00:00
2666,2023-04-20 12:00:00
2667,2023-04-21 12:00:00
2668,2023-04-22 12:00:00
2669,2023-04-23 12:00:00
2670,2023-04-24 12:00:00
2671,2023-04-25 12:00:00
2672,2023-04-26 12:00:00
2673,2023-04-27 12:00:00
2674,2023-04-28 12:00:00
2675,2023-04-29 12:00:00
2676,2023-04-30 12:00:00
2677,2023-05-01 12:00:00
2678,2023-05-02 12:00:00
2679,2023-05-03 12:00:00
2680,2023-05-04 12:00:00
2681,2023-05-05 12:00:00
2682,2023-05-06 12:00:00
2683,2023-05-07 12:00:00
2684,2023-05-08 12:00:00
